model_seed,split_seed,split_assignment_sha256,rank,passes_selection_constraint,imbalance_strategy,class_weight_mode,sampler,model_name,high_acuity_recall,acuity1_recall,severe_under_triage_rate,under_triage_rate,over_triage_rate,specificity,high_acuity_precision,high_acuity_f1,predicted_urgent_rate,accuracy,balanced_accuracy,macro_f1,weighted_f1,matthews_corrcoef,cohen_kappa,log_loss,auroc,pr_auc,brier_mean,selected_decision_rule_type,decision_rule_tuned_on,train_seconds,infer_seconds,class_1_precision,class_1_recall,class_1_f1,class_1_support,class_2_precision,class_2_recall,class_2_f1,class_2_support,class_3_precision,class_3_recall,class_3_f1,class_3_support,class_4_precision,class_4_recall,class_4_f1,class_4_support,class_5_precision,class_5_recall,class_5_f1,class_5_support
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,11,False,class_weight_balanced,balanced,,lightgbm_gpu,0.9893918966862981,0.04042553191489362,0.003602799890200384,0.0646702580290969,0.668430894866868,0.12565901120036202,0.2651611676333555,0.4182339002369597,0.9021582486961296,0.2668988471040351,0.2625695550078544,0.15516959464415594,0.14461991450268444,0.11846305457790623,0.04559875568735661,0.9241633575023313,0.812275613870002,0.635164071653385,0.11244960180154673,high_acuity_threshold,validation,380.822,24.833,0.07916666666666666,0.04042553191489362,0.05352112676056338,470,0.25945868674354333,0.9822846009525183,0.4104910815252627,27716,0.8284478616049976,0.021768776200818223,0.04242282564563161,79196,0.23595754091110127,0.24799535153980243,0.24182673239277014,8605,0.042704626334519574,0.02037351443123939,0.027586206896551724,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,12,False,unbalanced,,,logistic_regression_unweighted,0.9893564180798978,0.0,1.7156189953335162e-05,0.006587976942080703,0.7372786851496019,0.0330240977486141,0.24600157026032798,0.3940286697328727,0.9723871122701071,0.2561333379083173,0.20401407029956883,0.0895886691199071,0.13265773131645905,0.03869131109021039,0.008251383935322876,0.766974913544188,0.720120101123541,0.5201134272712001,0.0866265395656182,high_acuity_threshold,validation,46.708,1.115,0.0,0.0,0.0,470,0.24187302063392643,0.9892480877471497,0.38870655618013367,27716,0.7583100341721032,0.030822263750694478,0.05923678941940181,79196,0.0,0.0,0.0,8605,0.0,0.0,0.0,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,13,False,class_weight_balanced,balanced,,catboost_gpu,0.9879727524302845,0.30638297872340425,0.015380524293164975,0.0716013587702443,0.6917290008234971,0.11002375834370404,0.2614447198437735,0.4134731027929146,0.9136700521548174,0.23666964040625857,0.3039832087656806,0.14791802577163798,0.10990892902760936,0.06122408334652308,0.02401960488317223,1.0558129768290159,0.8087173890134745,0.6358902862759184,0.12435473576241016,high_acuity_threshold,validation,39.391,3.49,0.059283655825442566,0.30638297872340425,0.09934460158675405,470,0.24565010616527194,0.9224996391975754,0.387984734330306,27716,0.8735632183908046,0.0009596444264861862,0.0019171827504004641,79196,0.22509319964005656,0.20348634514816966,0.2137451171875,8605,0.023202911737943584,0.0865874363327674,0.03659849300322928,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,14,False,smote,,SMOTE,raw_tfidf_svd_lightgbm_smote,0.9859504718654651,0.03829787234042553,0.005489980785067252,0.045952854790008234,0.693719118858084,0.0965493834144134,0.2581610092339706,0.4091819306201779,0.9233976118583584,0.26032802635190777,0.2396353230893455,0.13516200223287236,0.1432400329008277,0.08138895531240588,0.028976838807977523,0.9305511011739563,0.785911498381523,0.5943805143012478,0.11097859603088363,high_acuity_threshold,validation,787.488,12.499,0.028616852146263912,0.03829787234042553,0.03275705186533212,470,0.2521001336236299,0.973408861307548,0.40048095121462446,27716,0.7486706841545552,0.026668013536037174,0.05150151797798017,79196,0.22144144144144143,0.14282393957001743,0.17364888731896858,8605,0.017889087656529516,0.01697792869269949,0.017421602787456445,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,15,False,balanced_sample_weight,balanced_sample_weight,,xgboost,0.985524728588661,0.04042553191489362,0.0043919846280538015,0.0690107740872907,0.6557867828712599,0.14417920579251048,0.2685836943069307,0.4221259782691285,0.887180894866868,0.27520244304144936,0.2677756026138918,0.16237800164568517,0.161296988521871,0.1258653014842094,0.051948339569315216,0.9136576998274101,0.8092199373118434,0.6293297379975165,0.11088855614455609,high_acuity_threshold,validation,80.649,2.94,0.08225108225108226,0.04042553191489362,0.05420827389443652,470,0.26290542963185487,0.9788569779188916,0.41448639894888817,27716,0.8222290451335585,0.03381483913328956,0.06495821862151771,79196,0.2353682883261532,0.26031377106333525,0.2472133318618254,8605,0.03968253968253968,0.025466893039049237,0.031023784901758014,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,16,False,balanced_sample_weight,balanced_sample_weight,,raw_tfidf_svd_xgboost,0.9826509614702335,0.010638297872340425,0.0018786027998902003,0.03678287125995059,0.6872855476255834,0.10531734359090394,0.2593886381089738,0.4104353753593551,0.9159518254186111,0.2759315811144661,0.23398444827749057,0.13645444282962343,0.17059604287077662,0.09410489127576392,0.03444506161802663,0.8673393078593015,0.7865143079612235,0.5968533123790454,0.1022146155766592,high_acuity_threshold,validation,235.213,4.495,0.1282051282051282,0.010638297872340425,0.019646365422396856,470,0.254892775836386,0.9816351565882523,0.4047004574021048,27716,0.7614896988906498,0.048537804939643416,0.09125872465694887,79196,0.2350327903532896,0.12911098198721674,0.16666666666666666,8605,0.0,0.0,0.0,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,17,False,balanced_sample_weight,balanced_sample_weight,,xgboost_gpu,0.9799900659902079,0.02553191489361702,0.003139582761460335,0.0638210266264068,0.6447038841614054,0.16237130897160312,0.2717096203029707,0.42545785006854275,0.8720491353280263,0.29147508921218773,0.2628960153028869,0.16548821167168817,0.19442212702440595,0.1324584733797346,0.05864500989450161,0.88574797445821,0.8039257027808588,0.6205885942264775,0.10615024570241838,high_acuity_threshold,validation,57.178,1.329,0.09523809523809523,0.02553191489361702,0.040268456375838924,470,0.2664427679398034,0.976078799249531,0.41861508704061895,27716,0.8118379014629225,0.060962674882569824,0.1134092056892522,79196,0.23537399569989814,0.24171993027309704,0.23850475862859763,8605,0.045454545454545456,0.010186757215619695,0.016643550624133148,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,18,False,class_weight_balanced,balanced,,logistic_regression,0.9764422053501739,0.6,0.04887798517705188,0.05955771342300302,0.7910633406533077,0.07020024889693405,0.25086822171784845,0.3991790736295533,0.9410770656052704,0.14937894592368928,0.276719567803107,0.06911437368541935,0.06842775751994817,-0.09193244643454389,-0.0466990628006807,1.4877741613518183,0.7195248135382284,0.5142441458496445,0.1595000023169452,high_acuity_threshold,validation,38.875,1.088,0.015372873964238988,0.6,0.02997767619857553,470,0.18630080010507535,0.6141218068985423,0.28587744270610266,27716,0.0,0.0,0.0,79196,0.10434782608695652,0.0013945380592678676,0.0027522935779816515,8605,0.014657980456026058,0.16808149405772496,0.026964455944436878,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,19,False,smote,,TemporalConsistentSMOTENC,structured_logistic_smote,0.975626197402966,0.574468085106383,0.04428012626955806,0.055465962119132586,0.790900356848751,0.0648376513180224,0.2496323462662721,0.39754524952292836,0.9449457864397475,0.1536336810321164,0.27158164384535555,0.0716322432031725,0.071836128041767,-0.07437607192232877,-0.0383690561606882,1.4540972188799872,0.7122637031089848,0.5024499115471108,0.1556393218210264,high_acuity_threshold,validation,705.896,1.116,0.01341215041478317,0.574468085106383,0.02621231979030144,470,0.19435280526953025,0.6312960023091355,0.2972066279948702,27716,0.9090909090909091,0.000252538006970049,0.0005049357469262036,79196,0.10557184750733138,0.004183614177803602,0.008048289738430584,8605,0.014368290668868704,0.14770797962648557,0.026189042745334137,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,20,False,class_weight_balanced,balanced,,raw_tfidf_word_char_logistic,0.9751649755197616,0.6127659574468085,0.04838045566840516,0.05892293439472962,0.7932164424924513,0.06900101821473018,0.250380316459732,0.3984546581329777,0.9416775322536372,0.1478606231128191,0.27697122109487043,0.06860906591243422,0.06793511614143911,-0.0932468424122596,-0.04758390949160396,1.4883172075391398,0.7181862473425864,0.5151307156156157,0.15928223938342603,high_acuity_threshold,validation,438.522,2.356,0.015322409023196424,0.6127659574468085,0.02989722827779508,470,0.1850935909695431,0.6075912830134218,0.28374769370750735,27716,0.0,0.0,0.0,79196,0.10743801652892562,0.0015107495642068564,0.002979601191840477,8605,0.014375561545372867,0.16298811544991512,0.02642080638502821,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,21,False,smote,,SMOTE,raw_tfidf_svd_xgboost_smote,0.9748456680621586,0.029787234042553193,0.003791517979687071,0.047479755695855066,0.6671956491902278,0.13625975789116415,0.26465234100343854,0.41628979842283476,0.8906035547625584,0.2853245951139171,0.24454552631708742,0.15163805562062735,0.19121570408236732,0.09993153580285861,0.0418889938318151,1.0596492532425823,0.7705157776963104,0.5600153746644939,0.1239102967537101,high_acuity_threshold,validation,770.781,5.967,0.05166051660516605,0.029787234042553193,0.037786774628879895,470,0.2594928152039555,0.9695121951219512,0.40940670993692296,27716,0.755941770647653,0.06425829587352896,0.11844800297923844,79196,0.22315056570931244,0.14898314933178386,0.17867595818815332,8605,0.021739130434782608,0.010186757215619695,0.013872832369942197,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,22,False,smote,,TemporalConsistentSMOTENC,structured_xgboost_smote,0.9674661179308877,0.1127659574468085,0.0016898847104035136,0.02057027175404886,0.6295034998627504,0.21862201606516574,0.28306430684590234,0.4379823483589113,0.8263707795772715,0.34992622838320064,0.25892266261589053,0.1763299798809031,0.3058902601244482,0.12026988992554737,0.06626046485297166,0.744825982272177,0.8023943868838831,0.6173050663156232,0.08441907097714034,high_acuity_threshold,validation,830.57,3.313,0.04229848363926576,0.1127659574468085,0.061520603598374926,470,0.27343766433183986,0.9380502236975032,0.42344337855665404,27716,0.7664795509222133,0.18103187029647963,0.29288771309792544,79196,0.3030769230769231,0.04578733294596165,0.0795557799091368,8605,0.0423728813559322,0.01697792869269949,0.024242424242424242,589
42,42,498990bd6b0246b4842ccbc4c014d4b021de94c56ddd077c65b457d8c5a079d5,23,False,class_weight_balanced,balanced,,raw_tfidf_word_char_sgd_logistic,0.9137160292343717,0.2574468085106383,0.15333344770793303,0.18110931924238266,0.6135653993961021,0.21049892521778482,0.26956812995875984,0.41631373056157245,0.8195340378808674,0.20532528136151523,0.31073625936883653,0.1008186936129802,0.09302719249138697,0.03544003976259405,0.017273381366993967,1.2751480491479883,0.7145134248614213,0.5155503060156599,0.15088261272556064,high_acuity_threshold,validation,375.172,3.277,0.055,0.2574468085106383,0.09063670411985018,470,0.252308813130772,0.8496897099148506,0.3890825581971682,27716,1.0,2.5253800697004898e-05,5.050632591732115e-05,79196,0.0,0.0,0.0,8605,0.01250237687773341,0.4465195246179966,0.024323699421965318,589
