model_name,status,rank,feature,importance,method
xgboost,available,7,categorical__presenting_complaint_psychiatric problem,0.02408221736550331,feature_importances
xgboost,available,8,numeric__resprate,0.023086819797754288,feature_importances
xgboost,available,9,categorical__presenting_complaint_burn,0.023065678775310516,feature_importances
xgboost,available,10,categorical__presenting_complaint_eye problem,0.021716933697462082,feature_importances
xgboost,available,11,categorical__presenting_complaint_unwell adult,0.0211604256182909,feature_importances
xgboost,available,12,numeric__age,0.020790474489331245,feature_importances
xgboost,available,13,categorical__presenting_complaint_limb swelling,0.019300587475299835,feature_importances
xgboost,available,14,categorical__presenting_complaint_other,0.018938157707452774,feature_importances
xgboost,available,15,categorical__presenting_complaint_skin infection,0.018441639840602875,feature_importances
xgboost,available,16,categorical__presenting_complaint_deliberate self harm overdose,0.01789689064025879,feature_importances
xgboost,available,17,categorical__presenting_complaint_abdominal pain,0.017769599333405495,feature_importances
xgboost,available,18,categorical__presenting_complaint_limb pain,0.017495254054665565,feature_importances
xgboost,available,19,numeric__sbp,0.017347298562526703,feature_importances
xgboost,available,20,categorical__presenting_complaint_breathing problem shortness of breath,0.016782132908701897,feature_importances
xgboost,available,21,categorical__presenting_complaint_nasal problem,0.016012858599424362,feature_importances
xgboost,available,22,categorical__presenting_complaint_testicular pain,0.01588962972164154,feature_importances
xgboost,available,23,categorical__presenting_complaint_unwell child,0.015879834070801735,feature_importances
xgboost,available,24,categorical__season_winter,0.015540236607193947,feature_importances
xgboost,available,25,categorical__presenting_complaint_rash,0.015500984154641628,feature_importances
xgboost,available,26,categorical__presenting_complaint_sore throat,0.01535226684063673,feature_importances
xgboost,available,27,categorical__presenting_complaint_dental problem,0.015311220660805702,feature_importances
xgboost,available,28,numeric__dbp,0.015195071697235107,feature_importances
xgboost,available,29,categorical__presenting_complaint_fit seizure,0.014749330468475819,feature_importances
xgboost,available,30,categorical__presenting_complaint_vomiting,0.014714427292346954,feature_importances
xgboost,available,31,categorical__time_bin_morning,0.01457928866147995,feature_importances
xgboost,available,32,categorical__time_bin_evening,0.014350052922964096,feature_importances
xgboost,available,33,categorical__season_spring,0.014035305939614773,feature_importances
xgboost,available,34,categorical__season_summer,0.01398483570665121,feature_importances
xgboost,available,35,numeric__month_sin,0.013872223906219006,feature_importances
xgboost,available,36,categorical__presenting_complaint_back pain,0.013786916621029377,feature_importances
xgboost,available,37,numeric__hour,0.013661487028002739,feature_importances
xgboost,available,38,numeric__hour_sin,0.013576447032392025,feature_importances
xgboost,available,39,categorical__presenting_complaint_nose bleed,0.01355649158358574,feature_importances
xgboost,available,40,numeric__month,0.013529864139854908,feature_importances
xgboost,available,41,numeric__hour_cos,0.013382544741034508,feature_importances
xgboost,available,42,categorical__presenting_complaint_urinary problem,0.01328327413648367,feature_importances
xgboost,available,43,categorical__time_bin_early morning,0.013032522052526474,feature_importances
xgboost,available,44,numeric__month_cos,0.012831169180572033,feature_importances
xgboost,available,45,categorical__presenting_complaint_pregnancy,0.012631017714738846,feature_importances
xgboost,available,46,categorical__presenting_complaint_vaginal bleeding,0.012479539029300213,feature_importances
xgboost,available,47,categorical__presenting_complaint_foreign body,0.012071272358298302,feature_importances
xgboost,available,48,categorical__time_bin_afternoon,0.012066146358847618,feature_importances
xgboost,available,49,categorical__presenting_complaint_wound,0.012041477486491203,feature_importances
xgboost,available,50,categorical__presenting_complaint_query covid 19,0.011900478042662144,feature_importances
lightgbm,available,1,numeric__resprate,19571.0,feature_importances
lightgbm,available,2,numeric__sbp,19144.0,feature_importances
lightgbm,available,3,numeric__heartrate,19034.0,feature_importances
lightgbm,available,4,numeric__dbp,18424.0,feature_importances
lightgbm,available,5,numeric__o2sat,18250.0,feature_importances
lightgbm,available,6,numeric__age,16071.0,feature_importances
lightgbm,available,7,numeric__temperature,15192.0,feature_importances
lightgbm,available,8,numeric__pain,8179.0,feature_importances
lightgbm,available,9,numeric__hour_sin,6114.0,feature_importances
lightgbm,available,10,numeric__hour,5981.0,feature_importances
lightgbm,available,11,numeric__hour_cos,5337.0,feature_importances
lightgbm,available,12,numeric__month,5224.0,feature_importances
lightgbm,available,13,numeric__month_cos,4094.0,feature_importances
lightgbm,available,14,numeric__month_sin,3674.0,feature_importances
lightgbm,available,15,categorical__presenting_complaint_unwell adult,1119.0,feature_importances
lightgbm,available,16,categorical__presenting_complaint_injury,959.0,feature_importances
lightgbm,available,17,categorical__season_spring,774.0,feature_importances
lightgbm,available,18,categorical__presenting_complaint_abdominal pain,744.0,feature_importances
lightgbm,available,19,categorical__presenting_complaint_chest pain,738.0,feature_importances
lightgbm,available,20,categorical__time_bin_afternoon,714.0,feature_importances
lightgbm,available,21,categorical__season_summer,643.0,feature_importances
lightgbm,available,22,categorical__presenting_complaint_eye problem,606.0,feature_importances
lightgbm,available,23,categorical__presenting_complaint_unwell child,605.0,feature_importances
lightgbm,available,24,categorical__season_winter,566.0,feature_importances
lightgbm,available,25,categorical__presenting_complaint_limb pain,505.0,feature_importances
lightgbm,available,26,categorical__season_autumn,502.0,feature_importances
lightgbm,available,27,categorical__presenting_complaint_breathing problem shortness of breath,489.0,feature_importances
lightgbm,available,28,categorical__time_bin_morning,478.0,feature_importances
lightgbm,available,29,categorical__presenting_complaint_back pain,371.0,feature_importances
lightgbm,available,30,categorical__presenting_complaint_psychiatric problem,322.0,feature_importances
lightgbm,available,31,categorical__time_bin_early morning,304.0,feature_importances
lightgbm,available,32,categorical__presenting_complaint_limb swelling,302.0,feature_importances
lightgbm,available,33,categorical__presenting_complaint_sore throat,278.0,feature_importances
lightgbm,available,34,categorical__presenting_complaint_urinary problem,263.0,feature_importances
lightgbm,available,35,categorical__presenting_complaint_skin infection,254.0,feature_importances
lightgbm,available,36,categorical__presenting_complaint_other,253.0,feature_importances
lightgbm,available,37,categorical__presenting_complaint_deliberate self harm overdose,247.0,feature_importances
lightgbm,available,38,categorical__presenting_complaint_vomiting,247.0,feature_importances
lightgbm,available,39,categorical__presenting_complaint_wound,247.0,feature_importances
lightgbm,available,40,categorical__presenting_complaint_ear problem,237.0,feature_importances
lightgbm,available,41,categorical__presenting_complaint_collapse faint,233.0,feature_importances
lightgbm,available,42,categorical__presenting_complaint_fit seizure,220.0,feature_importances
lightgbm,available,43,categorical__presenting_complaint_dental problem,199.0,feature_importances
lightgbm,available,44,categorical__presenting_complaint_vaginal bleeding,192.0,feature_importances
lightgbm,available,45,categorical__presenting_complaint_burn,191.0,feature_importances
lightgbm,available,46,categorical__presenting_complaint_query covid 19,189.0,feature_importances
lightgbm,available,47,categorical__presenting_complaint_rash,189.0,feature_importances
lightgbm,available,48,categorical__presenting_complaint_testicular pain,185.0,feature_importances
lightgbm,available,49,categorical__presenting_complaint_foreign body,176.0,feature_importances
lightgbm,available,50,categorical__presenting_complaint_nose bleed,170.0,feature_importances
catboost,available,1,numeric__o2sat,17.18196077303815,feature_importances
catboost,available,2,numeric__heartrate,10.600822738635431,feature_importances
catboost,available,3,numeric__resprate,10.429847667925385,feature_importances
catboost,available,4,numeric__age,10.083410373248554,feature_importances
catboost,available,5,numeric__temperature,9.338638770748199,feature_importances
catboost,available,6,numeric__pain,8.655338095821028,feature_importances
catboost,available,7,numeric__sbp,7.853075728635064,feature_importances
catboost,available,8,numeric__dbp,6.640611563110467,feature_importances
catboost,available,9,numeric__hour,2.056683499351854,feature_importances
catboost,available,10,numeric__hour_sin,1.7862152220120266,feature_importances
catboost,available,11,numeric__hour_cos,1.7383890351721087,feature_importances
catboost,available,12,numeric__month,1.7115647385871924,feature_importances
catboost,available,13,categorical__presenting_complaint_injury,1.4293477585177865,feature_importances
catboost,available,14,numeric__month_cos,1.417220048806029,feature_importances
catboost,available,15,numeric__month_sin,1.402411309038791,feature_importances
catboost,available,16,categorical__presenting_complaint_unwell adult,1.0403961835995903,feature_importances
catboost,available,17,categorical__presenting_complaint_chest pain,0.7625250815166927,feature_importances
catboost,available,18,categorical__presenting_complaint_abdominal pain,0.685020591109238,feature_importances
catboost,available,19,categorical__presenting_complaint_eye problem,0.3706629737708652,feature_importances
catboost,available,20,categorical__time_bin_afternoon,0.3425857490811703,feature_importances
catboost,available,21,categorical__presenting_complaint_breathing problem shortness of breath,0.33738145721885676,feature_importances
catboost,available,22,categorical__season_spring,0.33356854515069395,feature_importances
catboost,available,23,categorical__time_bin_morning,0.33078852579636825,feature_importances
catboost,available,24,categorical__presenting_complaint_limb pain,0.2953021103704441,feature_importances
catboost,available,25,categorical__season_summer,0.2883494297310452,feature_importances
catboost,available,26,categorical__presenting_complaint_psychiatric problem,0.2733858596648246,feature_importances
catboost,available,27,categorical__time_bin_evening,0.2707237765489698,feature_importances
catboost,available,28,categorical__presenting_complaint_unwell child,0.2629879314803715,feature_importances
catboost,available,29,categorical__season_winter,0.23001218281352606,feature_importances
catboost,available,30,categorical__season_autumn,0.18849927033210473,feature_importances
catboost,available,31,categorical__presenting_complaint_back pain,0.16432655759824322,feature_importances
catboost,available,32,categorical__presenting_complaint_limb swelling,0.1178149122968508,feature_importances
catboost,available,33,categorical__presenting_complaint_wound,0.11311180665513727,feature_importances
catboost,available,34,categorical__presenting_complaint_vomiting,0.09773570278913767,feature_importances
catboost,available,35,categorical__presenting_complaint_other,0.09179289433160595,feature_importances
catboost,available,36,categorical__presenting_complaint_urinary problem,0.08325982031545846,feature_importances
catboost,available,37,categorical__presenting_complaint_collapse faint,0.08179316423237579,feature_importances
catboost,available,38,categorical__presenting_complaint_rash,0.08114896195148102,feature_importances
catboost,available,39,categorical__presenting_complaint_testicular pain,0.06731654257703192,feature_importances
catboost,available,40,categorical__presenting_complaint_fit seizure,0.06312250162924982,feature_importances
catboost,available,41,categorical__presenting_complaint_ear problem,0.06292262524115888,feature_importances
catboost,available,42,categorical__time_bin_night,0.054961489587666695,feature_importances
catboost,available,43,categorical__presenting_complaint_skin infection,0.05394226358756963,feature_importances
catboost,available,44,categorical__presenting_complaint_sore throat,0.051519749903586695,feature_importances
catboost,available,45,categorical__presenting_complaint_deliberate self harm overdose,0.04942441088550717,feature_importances
catboost,available,46,categorical__presenting_complaint_burn,0.04759909100729569,feature_importances
catboost,available,47,categorical__time_bin_early morning,0.04642369454441569,feature_importances
catboost,available,48,categorical__presenting_complaint_foreign body,0.04370199751573139,feature_importances
catboost,available,49,categorical__presenting_complaint_dental problem,0.04287190076988372,feature_importances
catboost,available,50,categorical__presenting_complaint_nose bleed,0.03541996487913476,feature_importances
xgboost_gpu,available,1,numeric__o2sat,0.047598905861377716,feature_importances
xgboost_gpu,available,2,numeric__pain,0.039133600890636444,feature_importances
xgboost_gpu,available,3,categorical__presenting_complaint_injury,0.0348617285490036,feature_importances
xgboost_gpu,available,4,categorical__presenting_complaint_chest pain,0.024632619693875313,feature_importances
xgboost_gpu,available,5,numeric__heartrate,0.024497447535395622,feature_importances
xgboost_gpu,available,6,categorical__presenting_complaint_burn,0.02419227361679077,feature_importances
xgboost_gpu,available,7,numeric__temperature,0.02419225499033928,feature_importances
xgboost_gpu,available,8,categorical__presenting_complaint_psychiatric problem,0.02303428202867508,feature_importances
xgboost_gpu,available,9,numeric__resprate,0.022936133667826653,feature_importances
xgboost_gpu,available,10,categorical__presenting_complaint_skin infection,0.02122955396771431,feature_importances
xgboost_gpu,available,11,categorical__presenting_complaint_eye problem,0.020823491737246513,feature_importances
xgboost_gpu,available,12,categorical__presenting_complaint_deliberate self harm overdose,0.020607009530067444,feature_importances
xgboost_gpu,available,13,numeric__age,0.02032293751835823,feature_importances
xgboost_gpu,available,14,categorical__presenting_complaint_unwell adult,0.02032204531133175,feature_importances
xgboost_gpu,available,15,categorical__presenting_complaint_breathing problem shortness of breath,0.01865055412054062,feature_importances
xgboost_gpu,available,16,categorical__presenting_complaint_limb pain,0.01849493384361267,feature_importances
xgboost_gpu,available,17,categorical__presenting_complaint_abdominal pain,0.01796327531337738,feature_importances
xgboost_gpu,available,18,numeric__sbp,0.016807854175567627,feature_importances
xgboost_gpu,available,19,categorical__presenting_complaint_rash,0.016369033604860306,feature_importances
xgboost_gpu,available,20,categorical__presenting_complaint_limb swelling,0.015529023483395576,feature_importances
xgboost_gpu,available,21,categorical__presenting_complaint_unwell child,0.015505129471421242,feature_importances
xgboost_gpu,available,22,categorical__presenting_complaint_fit seizure,0.015335826203227043,feature_importances
xgboost_gpu,available,23,categorical__presenting_complaint_urinary problem,0.015291738323867321,feature_importances
xgboost_gpu,available,24,categorical__presenting_complaint_dental problem,0.015264692716300488,feature_importances
xgboost_gpu,available,25,categorical__presenting_complaint_vaginal bleeding,0.015047566033899784,feature_importances
xgboost_gpu,available,26,categorical__presenting_complaint_other,0.014957401901483536,feature_importances
xgboost_gpu,available,27,numeric__dbp,0.014870453625917435,feature_importances
xgboost_gpu,available,28,categorical__presenting_complaint_wound,0.014847948215901852,feature_importances
xgboost_gpu,available,29,categorical__presenting_complaint_sore throat,0.014718642458319664,feature_importances
xgboost_gpu,available,30,categorical__time_bin_evening,0.014705603010952473,feature_importances
xgboost_gpu,available,31,categorical__presenting_complaint_pregnancy,0.014661643654108047,feature_importances
xgboost_gpu,available,32,numeric__hour,0.014500001445412636,feature_importances
xgboost_gpu,available,33,categorical__presenting_complaint_vomiting,0.014342579059302807,feature_importances
xgboost_gpu,available,34,numeric__hour_sin,0.014289950020611286,feature_importances
xgboost_gpu,available,35,numeric__month,0.014104079455137253,feature_importances
xgboost_gpu,available,36,categorical__presenting_complaint_foreign body,0.013997873291373253,feature_importances
xgboost_gpu,available,37,categorical__presenting_complaint_back pain,0.013927268795669079,feature_importances
xgboost_gpu,available,38,numeric__hour_cos,0.013859432190656662,feature_importances
xgboost_gpu,available,39,categorical__season_winter,0.013472643680870533,feature_importances
xgboost_gpu,available,40,categorical__season_spring,0.013433720916509628,feature_importances
xgboost_gpu,available,41,numeric__month_sin,0.013300560414791107,feature_importances
xgboost_gpu,available,42,categorical__time_bin_morning,0.013155592605471611,feature_importances
xgboost_gpu,available,43,numeric__month_cos,0.013026345521211624,feature_importances
xgboost_gpu,available,44,categorical__presenting_complaint_testicular pain,0.01283265370875597,feature_importances
xgboost_gpu,available,45,categorical__time_bin_early morning,0.012526019476354122,feature_importances
xgboost_gpu,available,46,categorical__presenting_complaint_ear problem,0.012443574145436287,feature_importances
xgboost_gpu,available,47,categorical__presenting_complaint_query covid 19,0.012339646928012371,feature_importances
xgboost_gpu,available,48,categorical__season_summer,0.012146532535552979,feature_importances
xgboost_gpu,available,49,categorical__presenting_complaint_nasal problem,0.01193923968821764,feature_importances
xgboost_gpu,available,50,categorical__presenting_complaint_limping child,0.011935178190469742,feature_importances
lightgbm_gpu,available,1,numeric__resprate,32276.0,feature_importances
lightgbm_gpu,available,2,numeric__sbp,32258.0,feature_importances
lightgbm_gpu,available,3,numeric__dbp,32127.0,feature_importances
lightgbm_gpu,available,4,numeric__heartrate,32032.0,feature_importances
lightgbm_gpu,available,5,numeric__o2sat,29271.0,feature_importances
lightgbm_gpu,available,6,numeric__age,26339.0,feature_importances
lightgbm_gpu,available,7,numeric__temperature,25206.0,feature_importances
lightgbm_gpu,available,8,numeric__pain,13008.0,feature_importances
lightgbm_gpu,available,9,numeric__hour_sin,10595.0,feature_importances
lightgbm_gpu,available,10,numeric__hour_cos,9752.0,feature_importances
lightgbm_gpu,available,11,numeric__hour,8746.0,feature_importances
lightgbm_gpu,available,12,numeric__month_cos,7704.0,feature_importances
lightgbm_gpu,available,13,numeric__month,7509.0,feature_importances
lightgbm_gpu,available,14,numeric__month_sin,6987.0,feature_importances
lightgbm_gpu,available,15,categorical__presenting_complaint_unwell adult,1846.0,feature_importances
lightgbm_gpu,available,16,categorical__presenting_complaint_injury,1471.0,feature_importances
lightgbm_gpu,available,17,categorical__season_spring,1418.0,feature_importances
lightgbm_gpu,available,18,categorical__time_bin_afternoon,1310.0,feature_importances
lightgbm_gpu,available,19,categorical__presenting_complaint_abdominal pain,1168.0,feature_importances
lightgbm_gpu,available,20,categorical__presenting_complaint_chest pain,1161.0,feature_importances
lightgbm_gpu,available,21,categorical__season_summer,1137.0,feature_importances
lightgbm_gpu,available,22,categorical__presenting_complaint_eye problem,1107.0,feature_importances
lightgbm_gpu,available,23,categorical__presenting_complaint_unwell child,1032.0,feature_importances
lightgbm_gpu,available,24,categorical__season_winter,953.0,feature_importances
lightgbm_gpu,available,25,categorical__time_bin_morning,896.0,feature_importances
lightgbm_gpu,available,26,categorical__season_autumn,857.0,feature_importances
lightgbm_gpu,available,27,categorical__presenting_complaint_limb pain,815.0,feature_importances
lightgbm_gpu,available,28,categorical__presenting_complaint_breathing problem shortness of breath,784.0,feature_importances
lightgbm_gpu,available,29,categorical__presenting_complaint_back pain,528.0,feature_importances
lightgbm_gpu,available,30,categorical__presenting_complaint_limb swelling,485.0,feature_importances
lightgbm_gpu,available,31,categorical__time_bin_early morning,451.0,feature_importances
lightgbm_gpu,available,32,categorical__presenting_complaint_psychiatric problem,431.0,feature_importances
lightgbm_gpu,available,33,categorical__presenting_complaint_collapse faint,431.0,feature_importances
lightgbm_gpu,available,34,categorical__presenting_complaint_vomiting,408.0,feature_importances
lightgbm_gpu,available,35,categorical__presenting_complaint_sore throat,406.0,feature_importances
lightgbm_gpu,available,36,categorical__presenting_complaint_wound,404.0,feature_importances
lightgbm_gpu,available,37,categorical__presenting_complaint_urinary problem,391.0,feature_importances
lightgbm_gpu,available,38,categorical__time_bin_evening,391.0,feature_importances
lightgbm_gpu,available,39,categorical__presenting_complaint_deliberate self harm overdose,389.0,feature_importances
lightgbm_gpu,available,40,categorical__presenting_complaint_fit seizure,378.0,feature_importances
lightgbm_gpu,available,41,categorical__presenting_complaint_rash,346.0,feature_importances
lightgbm_gpu,available,42,categorical__presenting_complaint_nose bleed,342.0,feature_importances
lightgbm_gpu,available,43,categorical__presenting_complaint_skin infection,339.0,feature_importances
lightgbm_gpu,available,44,categorical__time_bin_night,336.0,feature_importances
lightgbm_gpu,available,45,categorical__presenting_complaint_other,332.0,feature_importances
lightgbm_gpu,available,46,categorical__presenting_complaint_ear problem,329.0,feature_importances
lightgbm_gpu,available,47,categorical__presenting_complaint_foreign body,262.0,feature_importances
lightgbm_gpu,available,48,categorical__presenting_complaint_query covid 19,260.0,feature_importances
lightgbm_gpu,available,49,categorical__presenting_complaint_dental problem,255.0,feature_importances
lightgbm_gpu,available,50,categorical__presenting_complaint_vaginal bleeding,246.0,feature_importances
catboost_gpu,available,1,numeric__o2sat,14.440119042627664,feature_importances
catboost_gpu,available,2,numeric__resprate,10.114111236787338,feature_importances
catboost_gpu,available,3,numeric__age,10.046983623154944,feature_importances
catboost_gpu,available,4,numeric__heartrate,9.686052446308032,feature_importances
